x,y,Slope12,DEM12,rainfall_intensity,Aspect_nakhon,raster_ndvi,distance_road,distance_drainage,distance_fault,Curvature_nakhon,NDWI_combine,nakhon_geology,S/N
585811.875,1017865.875,2.290610075,8,1297.091553,135,0.266777188,1085.88501,485.6225281,2428.112549,0.105901681,-0.285824031,29,-1
586708.75,1017716.375,0.810230672,2,1300.188721,270,0.388032675,485.6225281,0,3399.357666,-0.317705035,-0.356154978,29,-1
587396.3125,1017596.813,4.916665554,10,1300.760986,228.0127869,0.411128491,485.6225281,485.6225281,3915.214111,0.105901681,-0.378227174,29,-1
588143.6875,1017447.313,4.850090027,-14,1302.807861,233.1300964,0.283437073,0,485.6225281,4477.218262,-0.105901681,-0.28120026,29,-1
588831.25,1017357.625,9.922273636,-9,1303.547729,124.9920197,0.313273668,0,0,4177.48291,0.423606724,-0.307084262,109,-1
589399.25,1017327.75,2.560638905,-15,1304.111084,83.6598053,0.441971809,0,0,3915.214111,0,-0.405112356,109,-1
590146.625,1017238.063,0,-11,1296.328857,38.65980911,0.402141899,485.6225281,686.7739868,3535.385254,0.317705035,-0.380232692,109,-1
590774.4375,1017208.188,5.111089706,-15,1296.393921,40.60129547,0.39637354,686.7739868,971.2450562,3433.869873,0.105901681,-0.382912189,109,-1
591850.625,1017148.375,4.355109692,-19,1295.709839,172.8749847,0.276392519,1085.88501,0,3884.980225,-0.317705035,-0.227080151,109,-1
592598,1017088.625,0,-12,1294.933594,90,0.327698141,1456.867554,0,4004.545898,0.105901681,-0.300443828,109,-1
593195.875,1017088.625,3.237688065,-16,1294.423706,270,0.343018889,971.2450562,485.6225281,4149.160645,0,-0.318641156,109,-1
593973.125,1017058.688,0.810230672,-18,1293.218384,116.5650482,0.400837362,0,971.2450562,4581.354004,-0.105901681,-0.370732397,38,-1
594840.0625,1017058.688,5.111089706,-13,1291.831787,78.69007111,0.395551383,0,0,5162.238281,-0.423606724,-0.362116218,38,-1
595557.5625,1016909.25,2.290610075,-18,1291.092285,333.4349365,0.203738078,0,485.6225281,5494.191895,-0.105901681,-0.264577538,38,-1
592867.0625,1017626.688,0.810230672,-19,1295.02771,225,0.25508672,971.2450562,485.6225281,3698.390869,0,-0.247079298,109,-1
593943.25,1017626.688,0,-17,1293.925903,341.5650635,0.294860631,0,971.2450562,4177.48291,-0.105901681,-0.287988722,38,-1
587994.1875,1016759.75,3.337110758,-13,1302.167358,293.1985779,0.398365676,0,0,4856.225098,0.105901681,-0.370553285,9,-1
587336.5,1016759.75,2.560638905,-10,1300.104492,146.3099365,0.293763906,485.6225281,0,4004.545898,-0.105901681,-0.285581261,29,-1
586828.3125,1016789.625,1.811248064,-14,1298.748779,326.3099365,0.347694099,485.6225281,0,3535.385254,-0.105901681,-0.330241531,29,-1
586230.4375,1016909.25,1.811248064,-1,1297.175049,30.96375656,0.312023342,485.6225281,485.6225281,3071.346436,0,-0.301416606,29,-1
585214,1017028.813,10.88807678,12,1293.398682,84.80557251,0.305995256,686.7739868,485.6225281,2171.77002,0.211803362,-0.291949838,29,-1
584586.1875,1017148.375,7.599333286,15,1291.220581,79.69515228,0.330762237,1085.88501,0,1750.93689,-0.105901681,-0.327622503,29,-1
583988.3125,1017118.5,7.20912075,34,1286.372803,155.5560455,0.314026833,1750.93689,0,1085.88501,-0.317705035,-0.304616928,29,-1
583300.75,1017297.875,10.88807678,52,1285.181885,246.2505035,0.377744138,2428.112549,485.6225281,485.6225281,-0.211803362,-0.319582373,104,-1
582374,1017297.875,15.21789551,180,1279.915405,149.3002777,0.457319885,3257.655029,485.6225281,0,-0.423606724,-0.406802982,104,-1
595766.8125,1016430.938,4.044691086,-14,1289.392334,218.6598053,0.318982929,686.7739868,971.2450562,5927.77832,-0.105901681,-0.307705343,38,-1
594989.5625,1016311.313,3.337110758,-12,1290.974243,135,0.373358339,0,0,5429.424805,-0.105901681,-0.335352629,38,-1
594122.625,1016460.813,3.237688065,-13,1292.457153,198.4349518,0.347048163,0,686.7739868,4999.790039,-0.105901681,-0.326074839,38,-1
593315.4375,1016371.125,0,-20,1293.772095,315,0.269075632,971.2450562,0,4581.354004,0,-0.255037427,38,-1
592388.75,1016401,5.710593224,2,1294.341187,243.4349518,0.371456295,971.2450562,0,4343.540039,0.211803362,-0.348913997,170,-1
592000.125,1016460.813,14.5535574,-8,1294.835815,91.12330627,0.402241349,1085.88501,485.6225281,4149.160645,-0.105901681,-0.362567991,170,-1
591342.4375,1016520.625,2.290610075,-20,1295.546143,198.4349518,0.34555015,485.6225281,0,3915.214111,-0.105901681,-0.322473884,109,-1
